City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,antsiranana,-12.2787,49.2917,22.82,71,9,7.23,MG,1690403396
286,stanley,54.868,-1.6985,14.39,87,100,3.65,GB,1690403396
287,kuchera,26.9839,73.9719,30.65,68,100,2.76,IN,1690403396
288,maun,-19.9833,23.4167,16.98,39,0,3.09,BW,1690403397
289,puerto deseado,-47.7503,-65.8938,3.23,63,6,6.6,AR,1690403397
290,aral,40.5156,81.2636,29.54,26,0,1.97,CN,1690403397
291,palembang,-2.9167,104.7458,27.05,83,40,2.06,ID,1690403233
292,cabedelo,-6.9811,-34.8339,27.37,81,8,6.87,BR,1690403397
293,isangel,-19.55,169.2667,20.51,70,93,7.52,VU,1690403397
294,buncrana,55.1333,-7.45,16.87,98,100,3.63,IE,1690403397
295,darwin,-12.4611,130.8418,19.99,77,0,1.54,AU,1690403155
296,hadibu,12.65,54.0333,25.26,78,22,8.88,YE,1690403398
297,nowshahr,36.649,51.496,23.97,88,40,0.0,IR,1690403398
298,kargalinskaya,43.7417,46.4792,21.47,83,0,4.76,RU,1690403398
299,tokat,40.4167,36.5833,15.83,52,0,1.67,TR,1690403402
300,magong,23.5654,119.5863,30.23,74,99,3.18,TW,1690403403
301,weno,7.4515,151.8468,24.97,100,100,0.0,FM,1690403404
302,forster,-32.1667,152.5167,8.37,91,3,1.67,AU,1690403405
303,capo d'orlando,38.1435,14.7305,26.9,49,0,2.81,IT,1690403406
304,kathmandu,27.7167,85.3167,22.12,90,75,1.54,NP,1690403366
305,lukolela,-1.0605,17.1821,25.35,58,96,1.66,CD,1690403406
306,fengcheng,40.4536,124.0717,22.41,99,100,1.58,CN,1690403407
307,san luis potosi,22.5,-100.5,28.01,24,73,7.0,MX,1690403357
308,nova vicosa,-17.8919,-39.3719,20.16,85,16,1.6,BR,1690403407
309,barranca,-10.75,-77.7667,19.39,81,18,6.75,PE,1690403408
310,hastings,50.8552,0.5729,16.07,48,100,5.35,GB,1690403173
311,fidenza,44.864,10.0667,21.67,52,0,2.06,IT,1690403408
312,whistler,50.1164,-122.9695,18.57,52,75,1.54,CA,1690403152
313,zakynthos,37.7914,20.8953,28.62,54,20,2.06,GR,1690403409
314,dzhangala,49.2167,50.3333,26.76,39,8,2.79,KZ,1690403409
315,mil'kovo,55.6078,37.7956,21.08,92,40,4.91,RU,1690403391
316,igarka,67.4667,86.5833,18.22,86,1,2.53,RU,1690403409
317,sol'-iletsk,51.1631,54.9918,21.83,58,36,2.08,RU,1690403409
318,abashiri,44.0213,144.2697,19.11,92,93,3.65,JP,1690403410
319,lubang,13.8584,120.124,28.45,80,100,13.16,PH,1690403410
320,remire-montjoly,4.9167,-52.2667,28.02,83,20,1.54,GF,1690403277
321,santa terezinha,-29.9002,-50.0904,20.7,79,100,3.31,BR,1690403243
322,kaa-khem,51.6833,94.7333,12.82,78,4,1.4,RU,1690403415
323,trujillo,-8.116,-79.03,22.98,78,72,5.14,PE,1690403415
324,hailin,44.5833,129.4167,20.79,92,72,0.91,CN,1690403416
325,les cayes,18.2,-73.75,30.33,63,100,3.09,HT,1690403416
326,merizo village,13.2658,144.6691,26.31,97,100,11.19,GU,1690403416
327,richards bay,-28.783,32.0377,17.88,72,0,6.53,ZA,1690403416
328,morondava,-20.2833,44.2833,22.25,55,0,6.97,MG,1690403417
329,alo,7.4178,6.7371,25.58,87,95,1.97,NG,1690403417
330,hami,42.8,93.45,29.25,13,3,4.15,CN,1690403417
331,gadzhiyevo,69.2551,33.3362,10.13,97,100,2.24,RU,1690403249
332,kapsabet,0.2039,35.105,14.52,91,100,1.18,KE,1690403417
333,strelka,58.0728,93.0344,14.91,97,91,1.57,RU,1690403417
334,belle fourche,44.6714,-103.8522,35.83,23,100,7.07,US,1690403158
335,kailua-kona,19.6406,-155.9956,28.98,81,40,5.14,US,1690403418
336,umm kaddadah,13.6017,26.6876,28.13,54,100,7.68,SD,1690403418
337,molde,62.7375,7.1591,15.44,94,75,2.57,NO,1690403418
338,college,64.8569,-147.8028,26.22,66,75,1.54,US,1690403418
339,vila franca do campo,37.7167,-25.4333,24.23,79,32,1.57,PT,1690403418
340,kalmunai,7.4167,81.8167,26.82,75,100,1.16,LK,1690403419
341,ciudad guayana,8.3533,-62.6528,26.25,81,100,3.33,VE,1690403419
342,port shepstone,-30.7414,30.455,16.94,48,0,2.39,ZA,1690403419
343,mutoko,-17.397,32.2268,9.46,93,2,0.93,ZW,1690403419
344,aswan,24.0934,32.907,36.61,11,0,3.09,EG,1690403420
345,fort-shevchenko,44.5086,50.263,25.72,73,0,4.2,KZ,1690403420
346,san sebastian de la gomera,28.0916,-17.1133,24.65,83,0,2.06,ES,1690403420
347,poteau,35.0537,-94.6236,37.84,39,0,4.63,US,1690403315
348,paslek,54.0616,19.6593,15.31,77,100,2.66,PL,1690403421
349,chegdomyn,51.1167,133.0167,17.19,98,13,0.16,RU,1690403421
350,indianola,41.3581,-93.5574,36.6,49,0,6.31,US,1690403421
351,isabela,6.7085,121.9711,27.53,83,100,5.31,PH,1690403421
352,san antonio de pale,-1.4014,5.6325,22.95,90,100,4.29,GQ,1690403421
353,choyr,46.3611,108.3611,15.15,66,51,1.68,MN,1690403421
354,manta,-0.95,-80.7333,31.88,73,20,5.81,EC,1690403422
355,yeroham,30.9872,34.9314,27.14,46,0,0.8,IL,1690403422
356,portland,45.5234,-122.6762,27.22,45,20,4.63,US,1690402799
357,ust'-ilimsk,58.0006,102.6619,15.71,86,100,1.29,RU,1690403424
358,coquimbo,-29.9533,-71.3436,14.85,82,40,2.57,CL,1690403161
359,papao,-17.75,-149.55,26.82,83,100,4.52,PF,1690403424
360,akhmim,26.5622,31.745,34.11,16,87,4.22,EG,1690403425
361,margate,51.3813,1.3862,15.17,87,100,2.24,GB,1690403425
362,sorsk,54.0033,90.2467,11.8,82,48,2.79,RU,1690403425
363,yamba,-5.9,22.3,24.44,31,10,1.53,CD,1690403426
364,sandnessjoen,66.0217,12.6316,18.06,68,40,3.6,NO,1690403426
365,levuka,50.1834,-105.4011,27.9,17,20,9.77,CA,1690403426
366,xilin hot,43.9667,116.0333,18.07,89,69,2.49,CN,1690403426
367,saint croix,17.7397,-64.7388,30.25,70,20,7.72,VI,1690403426
368,hebi,35.8992,114.1925,25.73,72,49,1.98,CN,1690403225
369,arkhangel'sk,64.5401,40.5433,13.84,86,100,2.19,RU,1690403427
370,jaru,-10.4389,-62.4664,34.26,30,27,0.94,BR,1690403427
371,bagudo,11.4033,4.2296,29.0,67,100,3.98,NG,1690403427
372,tocopilla,-22.092,-70.1979,15.44,86,5,2.25,CL,1690403428
373,shkurinskaya,46.5858,39.3599,24.66,45,0,3.22,RU,1690403428
374,boa vista,2.8197,-60.6733,27.99,69,75,3.6,BR,1690403428
375,side,36.7667,31.3885,28.71,26,0,1.42,TR,1690403428
376,cockburn town,21.4612,-71.1419,28.7,82,64,9.09,TC,1690403241
377,dryden,49.7833,-92.7503,26.16,57,75,2.06,CA,1690403428
378,dompu,-8.5356,118.4622,20.46,96,57,0.63,ID,1690403429
379,pacific grove,36.6177,-121.9166,27.44,84,40,4.47,US,1690403429
380,flying fish cove,-10.4217,105.6791,24.82,88,100,4.12,CX,1690403429
381,huron,41.1501,-82.5499,31.69,67,30,8.09,US,1690403429
382,auki,-8.7676,160.7034,27.41,80,100,5.25,SB,1690403430
383,svetlyy,54.675,20.1347,16.09,69,100,5.12,RU,1690403430
384,tanda,26.55,82.65,29.06,68,98,3.23,IN,1690403430
385,greymouth,-42.4667,171.2,10.75,60,92,14.38,NZ,1690403430
386,north las vegas,36.1989,-115.1175,45.91,12,0,8.23,US,1690402935
387,arta,39.1606,20.9853,27.8,72,37,1.07,GR,1690403430
388,gornozavodsk,58.3758,58.3211,11.81,94,4,0.54,RU,1690403431
389,san antonio oeste,-40.7319,-64.9477,8.48,42,56,5.23,AR,1690403339
390,kodinsk,58.6881,99.1844,14.68,95,68,1.55,RU,1690403431
391,rach gia,10.0167,105.0833,26.85,82,100,6.58,VN,1690403431
392,banda aceh,5.5577,95.3222,26.72,79,100,5.72,ID,1690403173
393,zaozersk,69.4005,32.4476,10.83,94,100,0.73,RU,1690403431
394,el nido,11.1858,119.3956,28.56,80,98,11.75,PH,1690403432
395,pottsville,40.6857,-76.1955,30.98,63,25,1.79,US,1690403201
396,nemuro,43.3236,145.575,14.49,100,100,0.42,JP,1690403432
397,angaur state,6.906,134.13,27.35,77,100,7.64,PW,1690403432
398,kangding,30.0513,101.9603,16.24,96,100,0.94,CN,1690403432
399,kapa'a,22.0752,-159.319,29.18,80,40,6.69,US,1690403160
400,porbandar,21.6422,69.6093,27.39,84,100,8.0,IN,1690403433
401,kurchatov,51.6601,35.6521,23.01,80,79,0.48,RU,1690403433
402,kapoeta,4.7717,33.5903,22.29,85,100,2.55,SS,1690403433
403,kiffa,16.6166,-11.4045,36.14,37,11,6.98,MR,1690403433
404,mariental,-24.6333,17.9667,15.71,17,0,3.47,,1690403433
405,kuqa,41.7278,82.9364,28.78,27,0,1.92,CN,1690403433
406,breckenridge,32.7557,-98.9023,39.11,24,40,5.14,US,1690403434
407,kotido,2.9806,34.1331,20.28,83,97,0.65,UG,1690403434
408,ajaccio,42.0,8.9167,21.03,68,20,2.06,FR,1690403434
409,ciudad bolivar,8.1222,-63.5497,30.67,58,100,0.97,VE,1690403434
410,paita,-5.0892,-81.1144,21.13,88,47,7.61,PE,1690403434
411,kaoma,-14.7833,24.8,15.16,42,1,3.15,ZM,1690403434
412,gamba,-2.65,10.0,21.06,94,48,2.52,GA,1690403434
413,kabompo,-13.5927,24.2008,14.89,39,11,2.2,ZM,1690403435
414,praia,14.9215,-23.5087,28.3,74,75,3.6,CV,1690403435
415,arraial do cabo,-22.9661,-42.0278,21.92,88,0,6.17,BR,1690403435
416,pechora,65.1472,57.2244,16.57,77,100,1.94,RU,1690403435
417,suonenjoki,62.6167,27.1333,15.67,89,17,1.31,FI,1690403435
418,khorugh,37.4897,71.553,20.37,26,6,2.24,TJ,1690403435
419,pandan,14.0453,124.1694,28.64,77,100,9.64,PH,1690403436
420,khandyga,62.6667,135.6,16.43,50,0,4.27,RU,1690403436
421,ancud,-41.8697,-73.8203,9.67,74,100,2.96,CL,1690403441
422,kayyerkan,69.3786,87.7439,20.72,72,9,1.9,RU,1690403441
423,mermoz boabab,14.7065,-17.4758,29.31,82,100,4.64,SN,1690403441
424,novoishimskiy,53.1981,66.7694,16.67,86,5,0.6,KZ,1690403441
425,holualoa,19.6228,-155.9522,26.91,82,40,5.14,US,1690403239
426,ponta delgada,37.7333,-25.6667,24.4,69,20,2.57,PT,1690403177
427,novyy urengoy,66.0833,76.6333,20.13,65,47,2.84,RU,1690403447
428,carahue,-38.7,-73.1667,10.54,89,100,0.3,CL,1690403447
429,kisi,9.0833,3.85,23.66,90,100,2.08,NG,1690403448
430,huai'an,33.5886,119.0192,24.04,98,77,2.74,CN,1690403448
431,joal-fadiout,14.1667,-16.8333,28.34,79,100,4.64,SN,1690403448
432,sao joao da barra,-21.6403,-41.0511,24.05,84,8,3.7,BR,1690403416
433,ban na san,8.8004,99.3637,24.13,88,100,2.92,TH,1690403449
434,kharp,66.8014,65.8081,16.87,80,100,1.74,RU,1690403449
435,eyl,7.9803,49.8164,25.0,74,7,10.41,SO,1690403449
436,kingscliff,-28.2667,153.5667,13.76,87,75,2.57,AU,1690403449
437,meadow lakes,61.6247,-149.6011,19.3,75,100,0.0,US,1690403449
438,rio grande,-32.035,-52.0986,18.06,86,72,8.32,BR,1690403295
439,tsuyama,35.05,134.0,23.79,89,1,0.46,JP,1690403450
440,ploneour-lanvern,47.9,-4.2833,17.16,100,100,3.09,FR,1690403450
441,el abadia,36.2695,1.6861,31.74,79,0,3.45,DZ,1690403450
442,kirensk,57.7853,108.1119,17.53,94,100,0.79,RU,1690403450
443,akrehamn,59.2667,5.1833,15.23,88,75,5.14,NO,1690403450
444,al hufuf,25.3646,49.5653,34.19,33,0,1.54,SA,1690403365
445,sao joao do paraiso,-15.3136,-42.0144,21.14,69,94,4.51,BR,1690403451
446,palu,-0.8917,119.8707,24.43,87,69,2.3,ID,1690403451
447,souillac,-20.5167,57.5167,20.21,94,20,1.54,MU,1690403451
448,naze,28.3667,129.4833,27.51,81,100,7.09,JP,1690403451
449,huarmey,-10.0681,-78.1522,20.63,77,11,6.03,PE,1690403451
450,namdrik,5.5994,168.1028,27.83,78,95,3.61,MH,1690403451
451,yichang,30.7144,111.2847,24.3,92,100,1.35,CN,1690403452
452,daru,-9.0763,143.2092,23.65,90,78,4.27,PG,1690403452
453,strugi-krasnyye,58.2675,29.1114,12.97,97,1,2.46,RU,1690403452
454,chui,-33.6971,-53.4616,11.65,85,91,6.05,UY,1690403452
455,hoganas,56.1997,12.558,14.5,71,100,7.15,SE,1690403452
456,hasaki,35.7333,140.8333,26.28,85,18,3.08,JP,1690403453
457,obo,5.3998,26.4869,21.52,90,100,0.59,CF,1690403453
458,dickinson,29.4608,-95.0513,38.41,55,40,3.09,US,1690403264
459,darnah,32.767,22.6367,29.48,65,0,8.31,LY,1690403453
460,nadvoitsy,63.8667,34.3167,12.6,89,41,1.31,RU,1690403453
461,lincoln city,44.9582,-124.0179,26.14,66,0,4.92,US,1690403237
462,gulf shores,30.246,-87.7008,35.32,61,0,5.14,US,1690403454
463,uzgen,40.7699,73.3007,25.16,30,36,4.78,KG,1690403432
464,beloyarskiy,63.7119,66.6722,14.19,97,100,2.11,RU,1690403454
465,trincomalee,8.5711,81.2335,26.73,75,100,4.7,LK,1690403454
466,nyurba,63.2842,118.3319,13.7,71,23,2.82,RU,1690403454
467,beaufort west,-32.3567,22.583,11.75,65,44,1.68,ZA,1690403454
468,klaksvik,62.2266,-6.589,9.51,74,35,2.49,FO,1690403455
469,ugoofaaru,5.6667,73.0,27.95,75,96,1.03,MV,1690403455
470,malindi,-3.2175,40.1191,23.69,82,37,6.33,KE,1690403455
471,yeniseysk,58.4497,92.1703,14.81,96,95,1.71,RU,1690403455
472,kani keli,-12.9536,45.1033,23.59,75,5,1.24,YT,1690403456
473,ilek,51.5271,53.3831,21.25,63,7,1.2,RU,1690403456
474,berowra heights,-33.6096,151.1373,9.88,78,0,0.83,AU,1690403456
475,westport,41.1415,-73.3579,32.93,58,0,2.57,US,1690403208
476,tyukhtet,56.5389,89.3011,12.95,96,0,1.99,RU,1690403456
477,downpatrick,54.3263,-5.7035,16.16,99,100,3.26,GB,1690403456
478,colares,38.7992,-9.4469,21.82,80,20,12.52,PT,1690403456
479,sakakah,29.9697,40.2064,34.76,15,39,5.13,SA,1690403403
480,lodja,-3.4833,23.4333,25.51,34,90,0.54,CD,1690403456
481,new plymouth,-39.0667,174.0833,11.56,79,71,11.99,NZ,1690403457
482,newman,37.3138,-121.0208,38.36,10,0,1.37,US,1690403457
483,ribadesella,43.4614,-5.0596,21.08,92,15,1.09,ES,1690403457
484,lisala,2.15,21.5167,23.34,80,78,1.06,CD,1690403457
485,martapura,-3.4167,114.85,21.05,100,23,0.51,ID,1690403457
486,akbarabad,29.2464,52.7793,30.79,31,0,1.24,IR,1690403457
487,villa sandino,12.0483,-84.9936,30.65,76,78,5.05,NI,1690403457
488,pajacuaran,20.1167,-102.5667,30.29,51,100,6.35,MX,1690403458
489,maloye ganyushkino,46.6,49.2667,27.17,41,0,2.51,KZ,1690403458
490,gorontalo,0.5412,123.0595,22.77,99,48,1.68,ID,1690403458
491,kennett,36.2362,-90.0556,35.08,54,0,9.26,US,1690403458
492,cill airne,52.05,-9.5167,16.37,98,100,3.67,IE,1690403458
493,arhribs,36.7936,4.3116,23.05,79,0,9.38,DZ,1690403458
494,badagry,6.4167,2.8833,24.43,94,15,2.63,NG,1690403458
495,illizi,26.4833,8.4667,37.89,9,0,5.22,DZ,1690403459
496,lamesa,32.7376,-101.951,36.96,18,11,5.6,US,1690403459
497,ust'-kulom,61.6864,53.6902,12.36,86,10,1.41,RU,1690403459
498,kamloops,50.6665,-120.3192,23.55,36,75,2.57,CA,1690403436
499,pokhara,28.2333,83.9833,23.31,73,99,1.42,NP,1690403394
500,bel ombre,-4.6167,55.4167,25.91,83,75,3.09,SC,1690403459
501,atyashevo,54.5644,46.0691,18.83,86,35,4.93,RU,1690403460
502,sarmiento,-45.5882,-69.07,2.54,64,100,1.67,AR,1690403460
503,hammerfest,70.6634,23.6821,12.25,76,40,4.63,NO,1690403460
504,riorges,46.0418,4.0497,19.69,70,62,0.34,FR,1690403460
505,mbuji-mayi,-6.15,23.6,26.11,26,42,1.8,CD,1690403460
506,mengellang,7.6957,134.6305,25.95,87,100,10.04,PW,1690403460
507,nema,57.5067,50.5011,17.0,91,100,3.45,RU,1690403460
508,hirara,24.8,125.2833,28.15,83,75,9.26,JP,1690403461
509,extrema,-22.8547,-46.3183,17.38,51,13,0.22,BR,1690403461
510,kralendijk,12.15,-68.2667,29.99,70,40,7.72,BQ,1690403461
511,dahab,28.501,34.5134,34.62,26,7,1.46,EG,1690403462
512,oral,51.2333,51.3667,20.99,78,0,2.0,KZ,1690403463
513,fortuna,40.5982,-124.1573,20.52,74,0,7.2,US,1690403463
514,kronshagen,54.3433,10.0994,15.08,77,85,2.06,DE,1690403463
515,ghat,24.9647,10.1728,32.53,11,0,1.99,LY,1690403464
516,tangalle,6.024,80.7911,25.04,90,100,4.27,LK,1690403221
517,saint-philippe,-21.3585,55.7679,19.77,89,34,3.68,RE,1690403464
518,belel,7.05,14.4333,16.52,92,93,0.27,CM,1690403465
519,general villegas,-35.0328,-63.0125,11.76,50,4,3.07,AR,1690403465
520,marsh harbour,26.5412,-77.0636,28.49,72,98,4.3,BS,1690403465
521,port alfred,-33.5906,26.891,15.1,88,100,1.34,ZA,1690403466
522,zaragoza,41.6561,-0.8773,27.11,37,0,3.09,ES,1690403466
523,bamboo flat,11.7,92.7167,27.66,84,99,7.1,IN,1690403466
524,luganville,-15.5333,167.1667,22.73,85,100,5.69,VU,1690403466
525,copiapo,-27.3667,-70.3333,13.83,43,0,2.16,CL,1690403306
526,laela,-8.5667,32.05,13.11,53,69,1.56,TZ,1690403467
527,irece,-11.3042,-41.8558,26.61,34,89,6.77,BR,1690403330
528,willowmore,-33.2926,23.4895,11.07,71,71,2.22,ZA,1690403467
529,huangmei,30.1924,116.025,25.97,82,22,1.96,CN,1690403467
530,'ain el melh,34.8415,4.1638,29.29,18,1,2.39,DZ,1690403467
531,sansepolcro,43.5747,12.143,19.96,85,3,1.34,IT,1690403468
532,kato achaia,38.15,21.55,29.98,58,0,2.06,GR,1690403468
533,taybad,34.74,60.7756,29.87,35,0,11.09,IR,1690403468
534,mar del plata,-38.0023,-57.5575,11.72,84,75,8.05,AR,1690403469
535,new norfolk,-42.7826,147.0587,9.28,94,100,1.4,AU,1690403470
536,corinto,37.9407,22.9573,30.5,55,2,2.45,GR,1690403470
537,tomatlan,19.9333,-105.25,33.41,51,93,4.32,MX,1690403470
538,kone,-21.0595,164.8658,17.96,59,5,2.02,NC,1690403471
539,esquel,-42.9,-71.3167,3.94,90,100,1.54,AR,1690403451
540,aripuana,-9.1667,-60.6333,35.76,25,1,1.21,BR,1690403311
541,alofi,-19.0595,-169.9187,21.94,83,75,1.03,NU,1690403471
542,tchintabaraden,15.8969,5.7985,36.07,32,96,4.72,NE,1690403472
543,revda,56.801,59.9303,14.14,94,52,1.55,RU,1690403472
544,lethem,3.3803,-59.7968,28.35,76,94,2.07,GY,1690403472
545,bubaque,11.2833,-15.8333,27.54,82,83,5.76,GW,1690403472
546,nioki,-2.7167,17.6833,29.07,38,68,0.64,CD,1690403472
547,vorkuta,67.5,64.0,14.23,92,100,2.67,RU,1690403478
548,fonte boa,-2.4959,-66.2662,29.47,63,98,0.96,BR,1690403478
549,borzya,50.3833,116.5167,13.57,97,80,1.51,RU,1690403478
550,puerto aysen,-45.4,-72.7,6.02,81,75,0.0,CL,1690403478
551,port saint john's,-31.6229,29.5448,19.11,48,92,2.14,ZA,1690403478
552,altamont,42.2068,-121.7372,30.5,34,0,3.09,US,1690403479
553,karratha,-20.7377,116.8463,18.88,75,32,3.11,AU,1690403479
554,tosontsengel,48.7567,98.2839,8.43,84,20,0.4,MN,1690403479
555,bathsheba,13.2167,-59.5167,30.34,83,20,8.23,BB,1690403479
556,xianning,29.8833,114.2167,25.07,92,67,2.17,CN,1690403480
557,nishiwaki,34.9833,134.9667,26.66,86,4,0.69,JP,1690403480
558,kill devil hills,36.0307,-75.676,32.21,72,0,6.17,US,1690403480
559,lemvig,56.5486,8.3102,13.97,84,100,9.67,DK,1690403218
560,gamay,12.3854,125.2979,25.65,85,100,2.72,PH,1690403480
561,cimin,39.7101,39.7021,17.04,68,0,0.51,TR,1690403481
562,gaiman,-43.2897,-65.4929,6.7,39,100,2.68,AR,1690403481
563,puerto pilon,9.3644,-79.7933,30.58,87,100,1.72,PA,1690403481
564,puerto leguizamo,-0.1934,-74.7819,30.18,60,81,0.49,CO,1690403481
565,coracao de jesus,-16.6853,-44.365,22.7,39,23,2.47,BR,1690403481
566,la ronge,55.1001,-105.2842,14.14,88,100,4.63,CA,1690403481
567,kirakira,-10.4544,161.9205,26.2,89,84,4.65,SB,1690403481
568,dolores,-36.3132,-57.6792,10.75,70,3,7.66,AR,1690403482
569,leticia,-4.2153,-69.9406,32.03,66,40,1.54,CO,1690403482
570,benalla,-36.55,145.9833,6.83,94,0,2.21,AU,1690403483
